price,review_count,item_id,avg_rating,product_name,brand,availability
15.8,18,1560107676,4.5,"Twinfree Bohemian Stackable Bracelets Set, Multilayer Colorful Beads, 8 Piece, 7''",Twinfree,IN_STOCK
14.94,20,1203618265,4.2,The Pioneer Woman Multi Color Beaded Wrap Bracelet,The Pioneer Woman,IN_STOCK
29.99,5,5222654543,4.2,"Annmors Pandora Style Snake Chain Slider Charm Bracelet, 925 Sterling Silver",Annmors,IN_STOCK
29.99,5,5221002538,4.2,Rose Gold Moment Charm Slider Bracelet Snake Chain Fits Pandora Style Charms Women Girl Gifts,Annmors,IN_STOCK
29.99,5,5222654543,4.2,"Annmors Pandora Style Snake Chain Slider Charm Bracelet, 925 Sterling Silver",Annmors,IN_STOCK
5.88,4,5510365451,5.0,"Wonder Nation Wear-One-Share-One BFF Beaded Stretch Bracelets for Girls, 5 Pieces",Wonder Nation,IN_STOCK
46.4,3,896496379,5.0,Kate Spade New York Women's Bracelet Skinny Mini Bow Bangle in Silver,Kate Spade New York,IN_STOCK
5.88,21,677049261,4.428571428571429,"Wonder Nation Multi-Colored Tassel Charm Bracelets, Diameter 2.5"", 6 Pack",Wonder Nation,IN_STOCK
13.99,39,223786899,4.923076923076923,TINGN Gold Initial Bracelets for Women Girls 14K Gold Plated Handmade Letter Bead Bracelet Personalized Initial Gold Bracelets for Women Teen Girls Jewelry Gifts,Tingn,IN_STOCK
49.79,51,5656591530,4.1,Pandora Moments Studded Chain Bracelet - Compatible Moments Charms - Gold Charm Bracelet for Women - With Gift Box - 17 cm,PANDORA,IN_STOCK
198.0,6,1514565722,5.0,"Unique Moments 1/2 Ct Round Lab Grown Diamond Chain Bracelet in Silver for Women (H-I, SI-I1)",Unique Moments,IN_STOCK
10.0,44,869421279,4.386363636363637,The Nightmare Before Christmas Jack Skellington Sally Gothic Bracelet Gift,Costyle,IN_STOCK
98.0,18,52030209,3.4444444444444446,"Brilliance Gold over Sterling Silver Greek Pattern Omega Bracelet,10''",Brilliance,IN_STOCK
21.99,21,3438124192,4.428571428571429,Birthstone Paved Charms for Charm Bracelets & Necklaces 925 Sterling Silver Heart Bead Charms,Annmors,IN_STOCK
21.99,21,2302284978,4.428571428571429,Birthstone Paved Charms for Charm Bracelets & Necklaces 925 Sterling Silver Heart Bead Charms,Annmors,IN_STOCK
21.99,21,3052147106,4.428571428571429,Birthstone Paved Charms for Charm Bracelets & Necklaces 925 Sterling Silver Heart Bead Charms,Annmors,IN_STOCK
21.99,21,1723814397,4.428571428571429,Birthstone Paved Charms for Pandora Charm Bracelets & Necklaces 925 Sterling Silver Heart Bead Charms,Annmors,IN_STOCK
9.78,3131,1704678327,4.6,Better Homes & Gardens Salted Honey and Vanilla Scented 2-Wick Ombre Jar Candle 12oz,Better Homes & Gardens,IN_STOCK
2.87,280,5865051869,4.6,"Mainstays Scented 3-Wick Jar Candle, Vanilla, 13 oz.",Mainstays,IN_STOCK
2.87,280,5865051869,4.6,"Mainstays Scented 3-Wick Jar Candle, Vanilla, 13 oz.",Mainstays,IN_STOCK
3.96,1054,302614481,4.5,"Mainstays Creamy Vanilla Pumpkin Scented 3-Wick Glass Jar Candle, 11.5 oz.",Mainstays,IN_STOCK
3.96,9247,296808236,4.5,"Mainstays Cozy Comfort Scented 3-Wick Glass Jar Candle, 11.5 oz",Mainstays,IN_STOCK
3.96,9247,296808236,4.5,"Mainstays Cozy Comfort Scented 3-Wick Glass Jar Candle, 11.5 oz",Mainstays,IN_STOCK
8.39,1987,48176265,4.7,"Glade 2 in 1 Candle, Stocking Stuffers, Hawaiian Breeze & Vanilla Passion Fruit, Fragrance Infused with Essential Oils, 2 Count",Glade,IN_STOCK
2.93,106,5409015551,4.7,"Mainstays Single Wick 10"" Taper Candle, Unscented, Ivory, 4 Pack",Mainstays,IN_STOCK
3.96,557,1682388159,4.5,"Mainstays Vanilla Scented 3-Wick Glass Jar Candle, 11.5 oz",Mainstays,IN_STOCK
3.96,557,1682388159,4.5,"Mainstays Vanilla Scented 3-Wick Glass Jar Candle, 11.5 oz",Mainstays,IN_STOCK
5.97,76,5265483948,4.2,"Mainstays Textured Wrapped Candle Creamy Cashmere, 14 Ounce",Mainstays,IN_STOCK
1.57,34,5989061034,4.705882352941177,"MagicLight Religious Candles 9.6 oz - Glass Jar, Unscented, Two Cross White",MagicLight,IN_STOCK
1.66,167,1057860922,4.8,"Prayer Candle V Guadalupe White Wax, 8 Inch",Prayer Candle,IN_STOCK
1.66,167,1057860922,4.8,"Prayer Candle V Guadalupe White Wax, 8 Inch",Prayer Candle,IN_STOCK
13.52,2274,519255902,4.5,Allswell Glow (Vanilla + Pear + Coconut) Scented 2-Wick 15oz Spa Jar Candle,Allswell,IN_STOCK
13.52,2274,519255902,4.5,Allswell Glow (Vanilla + Pear + Coconut) Scented 2-Wick 15oz Spa Jar Candle,Allswell,IN_STOCK
3.84,154,299613192,4.6,"Mainstays Channel the Flannel Scented Glass Jar Candle Twist Lid, 7 oz. Single Wick",Mainstays,IN_STOCK
6.77,5509,135769080,4.4,"Mainstays Warm Apple Pie Scented Single-Wick Large Glass Jar Candle, 20 oz",Mainstays,IN_STOCK
2.44,39,5405061344,4.82051282051282,"Mainstays Single Wick 2.5"" x 2.8"" Pillar Candle, Unscented, Ivory",Mainstays,IN_STOCK
3.96,359,1130012510,4.4,"Mainstays Starlit Skies Scented 3 Wick Candle, 11.5 oz.",Mainstays,IN_STOCK
3.96,359,1130012510,4.4,"Mainstays Starlit Skies Scented 3 Wick Candle, 11.5 oz.",Mainstays,IN_STOCK
3.84,792,139957920,4.2,"Mainstays Lemonade Stand Scented Single-Wick Twist Glass Jar Candle, 7 oz",Mainstays,IN_STOCK
3.84,792,139957920,4.2,"Mainstays Lemonade Stand Scented Single-Wick Twist Glass Jar Candle, 7 oz",Mainstays,IN_STOCK
5.97,544,1073825345,4.4,"Mainstays 3-Wick Ombre Wrap Hidden Springs Candle, 14-Ounce",Mainstays,IN_STOCK
5.97,544,1073825345,4.4,"Mainstays 3-Wick Ombre Wrap Hidden Springs Candle, 14-Ounce",Mainstays,IN_STOCK
5.97,96,3510165700,4.3,"Mainstays 3-Wick Textured Wrapped Mango Sorbet Scented Candle, 14 oz",Mainstays,IN_STOCK
3.96,83,1036069027,4.8,"Mainstays Cranberry Mandarin Spice 3 Wick Candle, 11.5 oz",Mainstays,IN_STOCK
3.96,83,1036069027,4.8,"Mainstays Cranberry Mandarin Spice 3 Wick Candle, 11.5 oz",Mainstays,IN_STOCK
2.12,66,1275473365,4.5,"Prayer Candle V Guadalupe Rose Scent Pink Wax, 8 Inch",Prayer Candle,IN_STOCK
2.12,66,1275473365,4.5,"Prayer Candle V Guadalupe Rose Scent Pink Wax, 8 Inch",Prayer Candle,IN_STOCK
3.33,208,490739084,4.4,"Mainstays Unscented Pillar Candles, 3x4 Inches, White",Mainstays,IN_STOCK
3.33,208,490739084,4.4,"Mainstays Unscented Pillar Candles, 3x4 Inches, White",Mainstays,IN_STOCK
5.97,109,2578997584,4.6,"Mainstays 3 Wick Textured Wrapped Hidden Springs Candle, 14 Ounce",Mainstays,IN_STOCK
5.97,109,2578997584,4.6,"Mainstays 3 Wick Textured Wrapped Hidden Springs Candle, 14 Ounce",Mainstays,IN_STOCK
6.77,68,2840930383,4.6,"Mainstays Apple Fritters Scented Single Wick Candle, 20 oz.",Mainstays,IN_STOCK
3.84,122,1461470314,4.5,"Mainstays Cranberry Mandarin Scented Single-Wick Twist Jar Candle, 7 oz",Mainstays,IN_STOCK
6.77,111,2264887933,4.5,"Mainstays Lilac Breeze Scented Single-Wick Large Glass Jar Candle, 20 oz",Mainstays,IN_STOCK
17.99,164,3932789667,4.8,"Yankee Candle Dried Lavender & Oak Studio Collection Jar Candle, 10 oz",Yankee Candle,IN_STOCK
16.88,6840,853641486,4.6,Yankee Candle Lemon Lavender - Large 2 Wick Tumbler Candle,Yankee Candle,IN_STOCK
16.88,6840,853641486,4.6,Yankee Candle Lemon Lavender - Large 2 Wick Tumbler Candle,Yankee Candle,IN_STOCK
9.97,67,5150333227,4.4,"Dr Teal's Aromatherapy Sleep Wellness Candle with Lavender, Chamomile, & Sandalwood, 14.4oz",Dr Teal's,IN_STOCK
9.98,360,1538403734,4.6,"Yankee Candle Balsam & Cedar Studio Collection Jar Candle, 10 oz",Yankee Candle,IN_STOCK
23.99,359,5186019267,4.7,"Anker Nano Power Bank with Built-in Foldable USB-C Connector, 5,000mAh Portable Charger 22.5W, for iPhone 15/15 Plus/15 Pro/15 Pro Max, Samsung S22/23 Series, Huawei, iPad Pro/Air, AirPods, and More",Anker,IN_STOCK
22.18,836,487888677,4.5,"Belkin 24W Dual-Port USB-A Wall Charger + 5ft. Lightning to USB-A Cable, Silver",Belkin,IN_STOCK
22.18,836,487888677,4.5,"Belkin 24W Dual-Port USB-A Wall Charger + 5ft. Lightning to USB-A Cable, Silver",Belkin,IN_STOCK
23.32,836,720635472,4.5,"Belkin 24W Dual Port USB Wall Charger - Braided Lightning Cable Included - iPhone Charger Fast Charging - USB Charger Block for Power Bank, iPhone 15, 14, 13, 12, and11, Samsung & more, Rose Gold",Belkin,IN_STOCK
22.18,836,487888677,4.5,"Belkin 24W Dual-Port USB-A Wall Charger + 5ft. Lightning to USB-A Cable, Silver",Belkin,IN_STOCK
9.88,282,1556487165,4.4,"onn. USB-C to USB-C Cable 240W, USB-C Type C Black Fast Charging Cord Charger, 6 ft, 1 Piece Per Pack",onn.,IN_STOCK
19.99,1601,9139750320,4.1,3 in 1 Charging Station for Apple Wireless Charger for iPhone 15 14 13 12 11 X 8 Series Wireless Charging Station for Multiple Devices for Apple Watch Charger for AirPods 2/3/Pro/Pro 2,Cshidworld,OUT_OF_STOCK
17.99,473,292578027,3.9,"Fast Wireless Charger Station, 23W Wireless Charging Stand for iPhone 16/15/14/13/13 Pro/ 12/12 Pro/11/XS Max/XR/X/Galaxy S23 S22 S21 S10, Charging Station for AirPods 4/3/2/Pro, iWatch Series",Cshidworld,IN_STOCK
17.99,473,292578027,3.9,"Fast Wireless Charger Station, 23W Wireless Charging Stand for iPhone 16/15/14/13/13 Pro/ 12/12 Pro/11/XS Max/XR/X/Galaxy S23 S22 S21 S10, Charging Station for AirPods 4/3/2/Pro, iWatch Series",Cshidworld,IN_STOCK
17.99,473,292578027,3.9,"Fast Wireless Charger Station, 23W Wireless Charging Stand for iPhone 16/15/14/13/13 Pro/ 12/12 Pro/11/XS Max/XR/X/Galaxy S23 S22 S21 S10, Charging Station for AirPods 4/3/2/Pro, iWatch Series",Cshidworld,IN_STOCK
19.99,473,5110045756,3.9,"Fast Wireless Charger Station, 23W Wireless Charging Stand for iPhone 16/15/14/13/13 Pro/ 12/12 Pro/11/XS Max/XR/X/Galaxy S23 S22 S21 S10, Charging Station for AirPods 4/3/2/Pro, iWatch Series",Cshidworld,IN_STOCK
19.99,473,6932500439,3.9,"Magnatic Wireless Charger, Cshidworld 3 in 1 Cube iPhone Charger Stand with MagSafe, 15W Fast Charging Station, Foldable Wireless Charger for iPhone 16/15/14/13, iWatch S2-10/Ultra, AirPods 2/3/4/Pro",Cshidworld,OUT_OF_STOCK
19.99,473,6932600291,3.9,"Magnatic iPhone Charger Stand, Cshidworld 3 in 1 Cube Wireless Charger w/ MagSafe, 15W Fast Charging Station, Foldable Wireless Charger for iPhone 16/15/14/13, iWatch S2-10/Ultra, AirPods 2/3/4/Pro",Cshidworld,OUT_OF_STOCK
6.0,282,460771451,4.4,"Liquipel Powertek USBC 20W and USBA 18W Dual Port Wall Charger, Fast Charging Phone Wall Block Power Adapter Cube and Foldable Plug. Compatible with iPhone, iPad, iWatch, Galaxy, Android Black",Powertek,IN_STOCK
6.0,282,460771451,4.4,"Liquipel Powertek USBC 20W and USBA 18W Dual Port Wall Charger, Fast Charging Phone Wall Block Power Adapter Cube and Foldable Plug. Compatible with iPhone, iPad, iWatch, Galaxy, Android Black",Powertek,IN_STOCK
5.0,282,516913375,4.4,"Liquipel Powertek USBC 20W and USBA 18W Dual Port Wall Charger, Fast Charging Phone Wall Block Power Adapter Cube and Foldable Plug. Compatible with iPhone, iPad, iWatch, Galaxy, Android White",Powertek,OUT_OF_STOCK
37.98,78,1559025270,4.2,"Onn.GAN 100W Laptop Charger Compatible for  Apple, Dell, HP, Asus, Acer, Lenovo, Samsung White",onn.,IN_STOCK
9.88,50,7093219824,4.3,"Xtreme Portable Apple Watch Charger, 1200mAh Magnetic Wireless Keychain Power Bank, Fast Charging for Apple Watch, White",Xtreme,IN_STOCK
26.37,91,616191784,4.5,Anker PowerDrive C2 27W USB-C Car Charger Combo with USB- A- C 6ft cable,Anker,IN_STOCK
11.99,58,1605551656,4.5,"JUCDEKE 20W PD Type C Power Wall Charger with 6FT Charging Cable for Cell Phones, 1 Count, 1 Pack",JUCDEKE,IN_STOCK
22.9,2,5236700627,5.0,Anker B2326J21-1 32 watt Wall Charger with 6 ft. C-C Cable - White,Anker,IN_STOCK
15.69,26,6814072115,4.384615384615385,Charger for iPhone 10 FT iPhone Charger Fast Charging 2-Pack 20W USB C Wall Charger with USB C Phone Charger Cord Compatible with Phone 14/14Pro Max/13/13Pro/12/12 Pro/11/i-Pad pro,JOZASHON,IN_STOCK
24.88,41,138522136,4.463414634146342,"Belkin Boostcharge 37W PPS Dual Wall Charger, 5 ft USB-C to Lightning Cable, Apple MFi Certified, Compatible with Apple Devices, Silver",Belkin,IN_STOCK
19.97,114,3485252039,4.1,"Anker 318 Wireless Charger Pad with 4' Cable, 10W, B2548JF1-1, Black",Anker,IN_STOCK
17.88,68,857534948,4.7,"onn. Dual-Port Wall Charging Kit with 3FT Lightning to USB Cable, Black,Apple MFi Certified both cable and charger. Travel friendly plug, cell phone charger",onn.,IN_STOCK
10.0,80,1136516244,4.6,"Compatible with iPhone 15 14 13 12 Fast Charger,20W PD USB C Wall Charger Block,2-Pack Type-C Power Adapter Charging Plug Compatible with iPhone 14 Pro Max/13/12 Mini/11/XS iPad Pro Case",QZIIW,IN_STOCK
5.94,1003,433078517,3.5,"Doritos Nacho Cheese Tortilla Snack Chips,Party Size, 14.5 Ounce Bag",Doritos,IN_STOCK
5.94,345,749407178,3.3,"Doritos Cool Ranch Flavored Tortilla Chips, Party Size, 14.05 oz Bag",Doritos,IN_STOCK
5.44,1988,677669806,3.8,"Lay's Classic Potato Chips, Party Size, 13 oz Bag",Lay's,IN_STOCK
15.7,17,710255114,2.9411764705882355,"Doritos Cool Ranch Flavored Tortilla Chips Snacks Multipack, 1 oz Bags, 40 Count Multipack",Doritos,IN_STOCK
9.98,146,626551848,2.7,"Frito-Lay Doritos & Cheetos Mix Variety Pack Snack Chips, 18 Count Multipack",Frito-Lay,IN_STOCK
3.5,869,476979874,4.3,"Lay's Wavy Potato Chips, Original Flavor, 7.75 oz Bag",Lay's,IN_STOCK
15.98,843,984440765,3.9,"Frito-Lay Flavor Mix Variety Pack Snack Chips, 28 Count Multipack",Frito-Lay,IN_STOCK
3.5,725,44185614,4.5,"Lay's Kettle Cooked Jalapeno Potato Snack Chips, 8 oz Bag",Lay's,IN_STOCK
3.5,857,31954395,4.2,"SunChips Original Flavor Whole Grain Snack Chips, 7 Ounce Bag",SunChips,IN_STOCK
9.98,176,617752021,3.1,"Frito-Lay Baked and Popped Mix Variety Pack Snack Chips, 18 Count Multipack",MULTIPACK,IN_STOCK
9.98,24,5090334040,2.375,"Frito-Lay Fiery Mix Variety Pack Snack Chips, 18 Count Multipack",Frito-Lay,IN_STOCK
4.48,188,336304484,3.1,"Ruffles Potato Chips Original Snack Chips, 8.5 Ounce Bag",Ruffles,IN_STOCK
3.5,453,28403753,3.9,"Lay's Baked Gluten-Free Original Potato Chips, 6.25 Oz.",Lay's,IN_STOCK
2.0,324,100565550,3.5,"Pringles Salt and Vinegar Potato Crisps Chips, Lunch Snacks, 5.5 oz Canister",Pringles,IN_STOCK
4.48,615,49909692,4.1,"FritosÂ® Corn Chips Scoops!Â®, Original, 9.25 Oz",Fritos,IN_STOCK
2.0,274,158390978,3.9,"Pringles Pizza Potato Crisps Chips, Lunch Snacks, 5.5 oz",Pringles,IN_STOCK
2.5,110,1727021444,2.9,"Santitas Tortilla Chips Blended Corn, 11 oz Bag",Santitas,IN_STOCK
3.0,115,403967861,3.5,"Doritos Dinamita Tortilla Chips Chile Limon, 10.75 oz Bag",Doritos,IN_STOCK
3.5,432,44185596,4.2,"Lay's Kettle Cooked Original Flavored Potato Chips, 8 oz Bag",Lay's,IN_STOCK
5.94,166,816616127,3.1,"Doritos Spicy Nacho Tortilla Snack Chips, 14.5 Ounce Bag",Doritos,IN_STOCK
2.0,217,10900082,4.2,"Lay's Stax Cheddar Flavor Potato Snack Chips, 5.5 Ounce Canister",Lay's,IN_STOCK
2.0,45,384004022,2.955555555555556,"Doritos Minis, Cool Ranch Flavored Snack Chips Canister, 5.125 oz",Minis Canisters,IN_STOCK
3.5,187,165522395,4.2,"Doritos Simply Organic White Cheddar Flavored Tortilla Chips, 7.5 oz Bag",Doritos,IN_STOCK
3.5,258,49909674,4.3,"Simply Tostitos Organic Blue Corn Tortilla Chips, 8.25 oz Bag",Tostitos,IN_STOCK
10.98,9,5045831433,4.555555555555555,"Takis 18 pc / 1 oz Variety Pack, Assorted Rolled Tortilla Chips",Takis,IN_STOCK
2.48,28,288451100,3.928571428571429,"Calidad Yellow Corn Tortilla Chips, 11 Ounce Bag",Calidad,IN_STOCK
4.98,889,2608340179,4.1,"Takis Blue Heat 17 oz Fiesta Size Bag, Hot Chili Pepper Rolled Tortilla Chips",Takis,IN_STOCK
9.98,512,556798000,2.4,"Frito Lay Flavor Mix Chips Variety Pack, 1 oz, 18 Count",Frito-Lay,IN_STOCK
5.44,668,772029598,4.0,HI Lay's Potato Chips Lightly Salted Party Size 12.5 Ounce Bag,Lay's,IN_STOCK
3.58,227,254168663,4.5,"The Good Crisp Company Gluten Free Original Snack Chips, 5.6 oz",The Good Crisp Company,IN_STOCK
3.94,434,506254955,4.6,"Cape Cod Potato Chips, Sea Salt and Vinegar Kettle Chips, 7.5 oz",Cape Cod,IN_STOCK
3.96,574,47905681,4.2,"Gardetto's Snack Mix, Special Request Garlic Rye Chips, 14 oz",Gardetto's,IN_STOCK
3.78,1264,434366602,4.3,"Takis Fuego Waves 8 oz Sharing Size Bag, Hot Chili Pepper & Lime Wavy Potato Chips",Takis,IN_STOCK
4.48,261,794195951,4.4,"Tostitos Restaurant Style Original Tortilla Chips, 12 oz Bag",Tostitos,IN_STOCK
9.48,1657,871607300,4.6,"Quest Nutrition, Tortilla Style Protein Chips, Low Carb, High Protein, Loaded Taco, 4.5 oz, 4 Ct",Quest Nutrition,IN_STOCK
7.45,10,385106511,3.4,"Stacy's Pita Chips Bagel Chips - Simply Naked, 7 oz",Stacy's,IN_STOCK
3.5,238,44185597,4.2,Lay's Kettle Cooked Potato Chips Sea Salt & Cracked Pepper Flavor 8 oz Bag,Lay's,OUT_OF_STOCK
11.98,1586,578550306,4.2,"Folgers Classic Roast Ground Coffee, Medium Roast Coffee, 25.9 Ounce Canister",Folgers,IN_STOCK
17.99,4,13575863705,5.0,"Incredibrew Coffee + Vitamins, 12 Count Pods",Incredibrew,IN_STOCK
9.98,30,5344812220,3.2666666666666666,"Maxwell House Original Roast Ground Coffee, 27.5 oz Canister",Maxwell House,IN_STOCK
4.96,66,933909668,3.7,"Great Value Cinnamon Vanilla Ground Coffee, 12 oz",Great Value,IN_STOCK
7.96,414,156382364,4.5,"Dunkin’ S’mores Artificially Flavored Ground Coffee, 11 oz. Bag",Dunkin',IN_STOCK
11.98,5001,380173884,4.4,"Folgers Breakfast Blend Ground Coffee, Mild Roast, 22.6 oz Canister",Folgers,IN_STOCK
7.78,3471,2069495892,4.0,"Folgers French Vanilla Artificially Flavored Ground Coffee, Medium Roast, 9.6 oz. Canister",Folgers,IN_STOCK
14.52,172,31006530,4.4,"illy Ground Coffee Espresso Classico Medium Roast, 8.8 oz",illy,IN_STOCK
5.92,18,5229777434,4.888888888888889,"bettergoods Caramel Mocha Flavored Coffee, 12 oz",bettergoods,IN_STOCK
6.64,725,10543903,4.5,Café Bustelo Instant Coffee,Cafe Bustelo,IN_STOCK
12.98,17432,117919124,4.5,"Green Mountain Coffee Roasters, Caramel Vanilla Cream Light Roast K-Cup Coffee Pods, 24 Count",Green Mountain Coffee Roasters,IN_STOCK
8.46,5808,14860482,4.5,"Dunkin' Hazelnut Flavored Ground Coffee, 12 oz",Dunkin',IN_STOCK
11.94,135,249426836,4.3,"Great Value Donut Shop, 100% Arabica, Medium Roast, Ground Coffee, 32 oz",Great Value,IN_STOCK
6.03,3734,42340175,4.8,Community Coffee Pecan Praline Medium Roast Ground 12 oz Gable Top,Community Coffee,IN_STOCK
6.53,87,32984869,4.5,"Cameron's Coffee Toasted Southern Pecan Ground Coffee, Light Roast, 12 oz, Naturally Caffeinated",Cameron's Coffee,IN_STOCK
12.98,7011,43754561,4.4,"The Original Donut Shop, Regular Medium Roast K-Cup Coffee Pods, 24 Count",The Original Donut Shop,IN_STOCK
17.16,89,46543873,4.3,"Hills Bros. Original Blend Ground Coffee, Medium Roast, 30.5 Oz. Can",Hills Bros,IN_STOCK
14.98,3625,15021151,4.9,Community Coffee Breakfast Blend Medium Roast Ground 32 oz Gable Top,Community Coffee,IN_STOCK
7.12,3734,367468509,4.8,Community Coffee Café Special® Decaf Medium-Dark Roast Ground 12 oz Gable Top,Community Coffee,IN_STOCK
